,question,option_a,option_b,option_c,option_d,correct answer,option,subject,llama_score
70,தமிழ்நாட்டின் மிக நீளமான ஆறு,கங்கை,தாமிரபரணி,காவிரி,தென்பெண்னை,காவிரி,2,geography,1
71,விழுப்புரம் மாவட்டத்தில் அமைந்துள்ள மலை,சீதாமலை,கல்ராயன் மலை,பச்சை மலை,பால மலை,கல்ராயன் மலை,1,geography,0
72,கொல்லிமலை எந்த மாவட்டத்தில் அமைந்துள்ளது,சேலம்,பெரம்பலூர்,நாமக்கல்,ஈரோடு,நாமக்கல்,2,geography,0
73,அயன மண்டல சூறாவளி உருவாக்கும் மாதம்,ஏப்ரல்,ஜனவரி,நவம்பர்,டிசம்பர்,நவம்பர்,2,geography,0
74,சதுப்புநிலகாடுகள் காணப்படுகின்ற இடம்,வேதாரண்யம்,புதுக்கோட்டை,கோவை,நீலகிரி,வேதாரண்யம்,0,geography,0
75,உலக வன விலங்கு தினம்,மார்ச் 21,அக்டோபர் 4,மே 24,மே 16,அக்டோபர் 4,1,geography,0
76,நெல் ஆராச்சிமையம் அமைந்துள்ள இடம்,ஆர்காடு,நெய்வேலி,ஆடுதுறை,சென்னை,ஆடுதுறை,2,geography,1
77,தமிழ் நாட்டில் உள்ள ஆறுகளின் எண்ணிக்கை,15,16,19,17,17,3,geography,1
78,உலக காடுகள் தினம்,மே 16,மார்ச் 21,அக்டோபர் 4,மே 24,மார்ச் 21,1,geography,0
79,சிப்காட் எப்பொழுது தொடங்கப்பட்டது,1972,1992,1982,1992,1972,0,geography,0
0,அசிடஸ் என்ற வார்த்தை எந்த மொழிச்சொல்,கிரேக்கம்,ஆங்கிலம்,பிரெஞ்சு,இலத்தின்,இலத்தின்,3,chemistry,1
1,இதுவரையில் கண்டறியப்பட்டுள்ள தனிமங்களின் எண்ணிக்கை,120,118,92,100,118,1,chemistry,1
2,புவியில் இயற்க்கையில் கிடைக்கக் கூடிய தனிமங்களின் எண்ணிக்கை,120,100,118,92,92,3,chemistry,0
3,புவியியல் மிக அதிகமாக உள்ள தனிமம்,ஆக்ஸிஜன்,சிலிக்கான்,அலுமினியம்,இரும்பு,ஆக்ஸிஜன்,0,chemistry,0
4,அமிலம் என்ன சுவையுடையுது,கசப்பு,புளிப்பு,இனிப்பு,உவர்ப்பு,புளிப்பு,1,chemistry,0
5,எறும்பில் உள்ள அமிலம்,மாலிக்அமிலம்,பார்மிக் அமிலம்,சிட்ரிக் அமிலம்,அமிலம் இல்லை,பார்மிக் அமிலம்,1,chemistry,0
6,வேதிப்பொருள்களின் அரசன்,H2SO4,HCL,HNO3,HFSO4,HFSO4,3,chemistry,0
7,வயிற்றில் அமிலத்தன்மையை குறைக்கப் பயன்படும் அமிலம்,பால்,நீர்,முட்டை,இவை அனைத்தும்,பால்,0,chemistry,0
8,"மண்ணில் அமில,காரத் தன்மையை கண்டறிய பயன்படும் தாவரம்",லிச்சன்ஸ்,ஹைட்ராங்கியா மேக்ரோபைலா,முட்டை கோஸ்,காலிப்ளவர்,ஹைட்ராங்கியா மேக்ரோபைலா,1,chemistry,1
9,ஹைட்ராங்கியா மேக்ரோபைலா மலர் நீல நிறம் எனில் மண்ணின் தன்மை,அமிலம்,காரம்,நடுநிலை,குறை காரம்,அமிலம்,0,chemistry,0
10,ஹைட்ராங்கியா மேக்ரோபைலா மலர் வெள்ளை நிறம் எனில் மண்ணின் தன்மை,அமிலம்,நடுநிலை,காரம்,குறை காரம்,நடுநிலை,1,chemistry,0
11,பொதுவாக நிறங்காட்டியாக பயன்படும் லிட்மஸ் எதிலிருந்து பெறப்பட்டது,லிச்சன்ஸ் தாவரம்,வேதிப்பொருள்,லிட்மஸ் கரைசல்,எதுவுமில்லை,லிச்சன்ஸ் தாவரம்,0,chemistry,0
12,அமிலம் லிட்மஸ் தாளுடன் வினைபுரிந்து எத்தகைய நிறமாற்றம் ஏற்படும்,நீலம் சிவப்பாக,சிவப்பு நீலமாக,நீலம் மஞ்சளாக,நிறமற்றவை,நீலம் சிவப்பாக,0,chemistry,0
